Temperature(°C),Dew point temperature(°C),Wind speed (m/s),Humidity(%),Visibility (10m),Hour,Rented Bike Count
18.4,17.7,2.0,96,1124,10,78
18.9,17.3,1.8,91,1938,11,98
19.1,17.5,2.0,91,1971,12,143
19.8,17.7,0.9,88,1796,13,600
21.4,16.9,1.4,76,2000,14,972
21.8,17.3,1.4,76,2000,15,1288
21.5,17.4,1.2,78,2000,16,1550
21.2,16.9,1.2,77,2000,17,1904
20.9,16.7,0.6,77,2000,18,2235
20.3,16.9,1.0,81,2000,19,1720
20.0,16.8,0.4,82,2000,20,1551
19.9,16.7,0.6,82,2000,21,1540
19.7,16.5,0.5,82,2000,22,1493
19.5,16.3,0.6,82,2000,23,1171
19.5,16.1,1.1,81,2000,0,953
19.5,16.5,1.5,83,1459,1,875
19.4,16.8,0.0,85,1533,2,655
18.8,17.1,1.0,90,1191,3,458
18.9,16.8,0.8,88,1226,4,96
18.8,18.1,0.2,96,973,5,93
18.4,17.5,0.1,95,752,6,215
18.1,17.4,0.9,96,557,7,363
18.2,15.8,0.0,86,858,8,654
19.7,15.7,1.3,78,740,9,810
21.8,15.3,1.9,67,878,10,925
22.7,13.1,2.7,55,1297,11,1062
24.2,10.8,2.2,43,1798,12,1273
24.9,7.0,3.9,32,2000,13,1409
25.2,5.3,4.4,28,2000,14,1532
25.4,7.4,3.8,32,1980,15,1814
25.3,9.9,3.0,38,2000,16,1840
24.6,8.1,3.6,35,1990,17,2045
23.2,7.2,2.8,36,2000,18,1939
21.3,8.2,2.8,43,2000,19,1743
20.4,10.2,1.2,52,2000,20,1604
19.4,10.1,0.8,55,2000,21,1502
18.6,11.1,0.6,62,2000,22,1430
17.9,11.4,1.0,66,2000,23,1108
17.2,11.4,0.6,69,2000,0,880
16.4,10.0,0.1,66,2000,1,644
16.0,10.9,1.3,72,2000,2,489
15.8,10.3,0.8,70,2000,3,334
16.2,10.4,0.7,69,2000,4,202
16.3,10.1,0.8,67,2000,5,106
16.5,11.6,1.2,73,2000,6,144
16.5,11.8,0.4,74,2000,7,261
17.0,11.2,1.2,69,2000,8,439
18.4,10.2,1.0,59,1951,9,534
19.3,11.0,0.2,59,2000,10,620
20.1,11.3,3.0,57,1929,11,764
20.8,10.5,1.2,52,1984,12,915
22.7,9.8,1.4,44,1913,13,1031
24.2,9.7,1.2,40,1953,14,1136
25.0,5.2,2.2,28,2000,15,1366
24.6,5.3,4.0,29,1988,16,1502
24.1,10.0,2.4,41,2000,17,1591
22.3,12.2,2.7,53,2000,18,1492
21.0,11.3,2.9,54,2000,19,1333
20.2,8.8,3.3,48,2000,20,1287
19.1,4.4,2.1,38,2000,21,1148
18.5,4.6,2.5,40,2000,22,1074
17.7,5.6,1.1,45,2000,23,768
17.2,6.6,1.7,50,2000,0,620
16.8,7.1,2.0,53,2000,1,426
16.1,7.5,0.7,57,2000,2,302
15.5,8.4,0.3,63,2000,3,216
14.9,9.0,0.9,68,2000,4,141
14.4,8.1,0.3,66,2000,5,105
14.3,8.0,0.5,66,2000,6,141
14.7,7.2,2.1,61,2000,7,205
15.4,5.5,2.2,52,1985,8,296
17.0,4.3,2.1,43,1993,9,310
18.5,3.8,3.3,38,2000,10,426
19.4,1.8,4.1,31,1966,11,588
20.3,3.9,2.6,34,2000,12,754
20.9,2.6,3.5,30,2000,13,885
21.3,3.0,4.3,30,2000,14,1099
21.8,4.3,3.3,32,2000,15,1273
22.0,4.0,2.7,31,2000,16,1433
21.6,4.1,3.1,32,2000,17,1442
20.3,4.3,2.4,35,2000,18,1237
18.6,9.0,2.7,54,2000,19,1280
17.6,8.9,1.4,57,2000,20,1227
16.8,8.4,1.2,58,2000,21,1145
16.6,5.2,3.9,47,2000,22,958
15.7,5.5,0.4,51,2000,23,750
14.7,5.7,1.6,55,2000,0,558
13.8,6.1,0.8,60,2000,1,408
13.4,6.2,0.2,62,2000,2,292
12.7,6.7,0.5,67,2000,3,222
12.0,6.4,0.5,69,2000,4,157
11.5,6.2,0.5,70,2000,5,105
11.2,5.9,0.9,70,2000,6,132
10.8,5.9,0.9,72,2000,7,262
12.0,4.6,1.3,61,1988,8,440
15.3,4.6,1.0,49,2000,9,542
18.0,5.5,1.3,44,1984,10,667
20.1,6.0,1.6,40,1985,11,853
21.7,5.9,2.0,36,2000,12,1045
22.9,4.3,2.0,30,2000,13,1309
23.7,4.0,1.4,28,2000,14,1522
24.1,3.3,1.6,26,2000,15,1747
24.2,4.5,1.7,28,2000,16,1955
22.9,5.7,1.4,33,2000,17,2033
21.6,6.2,1.0,37,2000,18,1885
20.3,5.8,0.6,39,2000,19,1608
19.3,7.0,0.4,45,2000,20,1583
18.5,7.2,1.0,48,2000,21,1565
17.7,7.7,1.0,52,2000,22,1418
17.4,6.5,1.2,49,2000,23,1042
17.0,6.7,1.5,51,2000,0,880
16.6,6.9,1.7,53,2000,1,594
16.6,7.2,1.5,54,2000,2,453
16.5,7.9,1.6,57,2000,3,355
16.4,8.3,1.7,59,2000,4,222
16.3,8.7,1.5,61,2000,5,150
16.3,8.9,2.1,62,2000,6,230
16.3,8.9,2.0,62,2000,7,335
16.7,8.8,2.0,60,2000,8,598
17.7,8.2,1.8,54,2000,9,680
19.4,7.7,2.3,47,2000,10,923
20.5,7.1,2.1,42,1981,11,1152
22.5,7.0,1.8,37,2000,12,1358
23.4,6.6,2.1,34,2000,13,1686
24.1,6.8,1.3,33,2000,14,1972
24.7,8.1,1.2,35,2000,15,2170
24.4,7.9,1.8,35,2000,16,2270
23.6,8.4,1.4,38,2000,17,2349
22.1,9.6,1.5,45,2000,18,2339
20.7,8.6,1.0,46,2000,19,1937
20.0,8.0,2.0,46,2000,20,1653
18.9,6.0,2.0,43,2000,21,1529
18.1,5.3,1.7,43,2000,22,1249
17.4,5.6,2.1,46,2000,23,934
16.7,6.2,1.7,50,2000,0,770
16.1,6.5,1.4,53,2000,1,488
15.7,6.1,1.4,53,2000,2,326
14.9,6.4,1.1,57,2000,3,178
14.4,6.2,1.1,58,2000,4,151
13.9,6.2,0.6,60,2000,5,207
13.4,6.0,0.8,61,2000,6,589
13.2,5.5,0.5,60,2000,7,1364
14.8,4.7,1.1,51,2000,8,2129
17.7,6.5,1.5,48,2000,9,1120
19.9,8.2,1.8,47,1989,10,907
21.3,8.2,1.7,43,1998,11,1019
23.2,9.5,1.4,42,2000,12,1189
23.0,8.2,1.7,39,2000,13,1191
24.6,7.6,1.5,34,2000,14,1305
23.4,7.0,1.4,35,2000,15,1404
23.6,5.4,1.1,31,2000,16,1636
24.3,6.0,1.5,31,2000,17,2189
22.5,7.4,0.8,38,2000,18,3154
20.6,7.9,0.7,44,2000,19,2422
19.5,7.8,1.2,47,2000,20,2098
18.7,7.4,1.3,48,2000,21,1930
17.9,7.3,1.0,50,2000,22,1801
17.7,7.4,1.4,51,2000,23,1222
17.1,7.1,1.4,52,2000,0,0
16.5,6.8,1.5,53,2000,1,0
16.0,7.2,1.5,56,2000,2,0
15.3,7.3,1.6,59,2000,3,0
14.7,7.4,1.5,62,2000,4,0
14.5,6.8,1.4,60,2000,5,0
14.4,6.9,1.2,61,2000,6,0
14.5,7.2,1.5,62,2000,7,0
15.2,6.9,1.7,58,2000,8,0
16.5,6.0,1.2,50,2000,9,0
17.4,7.1,1.3,51,1989,10,0
17.9,8.4,1.4,54,2000,11,0
19.0,8.9,1.2,52,2000,12,0
19.1,9.2,1.4,53,2000,13,0
19.4,9.5,1.4,53,2000,14,0
20.3,10.1,1.3,52,2000,15,0
21.9,9.7,1.2,46,1995,16,0
21.7,11.4,1.1,52,2000,17,0
20.4,11.3,1.7,56,2000,18,0
19.3,11.5,0.8,61,2000,19,0
18.0,11.7,0.7,67,2000,20,0
17.8,11.3,1.1,66,2000,21,0
17.1,11.5,1.0,70,2000,22,0
16.6,10.8,1.0,69,2000,23,0
16.6,10.8,1.0,69,2000,0,1037
16.2,10.9,0.9,71,2000,1,982
15.8,10.5,1.1,71,2000,2,690
15.5,10.6,1.0,73,2000,3,493
15.4,10.7,0.9,74,2000,4,301
15.0,10.9,0.5,77,2000,5,208
14.6,11.3,1.0,81,2000,6,290
14.7,10.5,0.8,76,2000,7,513
15.7,9.1,1.2,65,2000,8,848
18.3,9.8,1.4,58,1958,9,1076
20.8,10.5,1.5,52,2000,10,1071
22.3,11.3,1.3,50,2000,11,1284
23.8,10.8,1.7,44,2000,12,1495
24.9,10.3,1.4,40,2000,13,1752
26.2,8.6,1.8,33,2000,14,1892
26.5,8.9,1.4,33,2000,15,2065
26.6,9.4,1.3,34,2000,16,2254
26.3,7.8,1.0,31,2000,17,2432
24.8,10.6,0.5,41,2000,18,2397
22.5,9.2,0.4,43,2000,19,2021
21.3,9.2,0.1,46,2000,20,1835
20.1,10.4,1.2,54,2000,21,1781
19.3,10.0,0.5,55,2000,22,1501
18.6,10.4,0.7,59,2000,23,1229
18.1,10.2,0.2,60,2000,0,0
17.5,11.0,0.5,66,2000,1,0
17.3,11.3,0.7,68,2000,2,0
17.0,11.4,0.9,70,2000,3,0
16.6,11.7,0.3,73,2000,4,0
16.1,12.2,0.4,78,2000,5,0
15.5,12.0,0.4,80,2000,6,0
15.1,11.8,0.8,81,1939,7,0
16.2,10.4,1.1,69,2000,8,0
18.5,11.0,0.5,62,1847,9,0
20.7,13.1,1.3,62,1679,10,0
20.2,12.9,2.8,63,1195,11,0
20.8,9.0,3.1,47,1665,12,0
21.1,7.6,4.6,42,1954,13,0
21.1,3.7,4.4,32,1999,14,0
21.3,3.9,3.8,32,2000,15,0
21.2,1.9,3.2,28,2000,16,0
20.4,2.6,3.2,31,2000,17,0
18.3,2.1,3.3,34,2000,18,0
17.1,1.4,2.9,35,2000,19,0
16.0,2.0,2.9,39,2000,20,0
15.2,1.6,3.0,40,2000,21,0
14.6,3.0,2.2,46,2000,22,0
14.1,4.6,2.1,53,2000,23,0
14.1,5.1,2.6,55,2000,0,680
13.9,5.5,2.0,57,2000,1,402
13.9,5.2,2.4,56,2000,2,262
13.6,4.9,1.6,56,2000,3,179
13.7,5.0,1.9,56,2000,4,143
13.7,5.3,1.8,57,1999,5,246
13.3,4.6,2.3,56,2000,6,632
13.1,5.0,2.1,58,1997,7,1429
13.7,4.5,2.4,54,1960,8,2101
14.9,4.5,3.4,50,1989,9,1106
16.3,4.9,3.6,47,1815,10,856
17.0,4.9,4.5,45,1966,11,959
18.4,4.5,3.5,40,1958,12,1138
17.6,6.7,4.7,49,2000,13,1087
19.3,3.8,3.5,36,1986,14,1137
19.0,5.0,3.8,40,1983,15,1258
17.7,6.2,3.4,47,2000,16,1357
17.2,7.5,2.9,53,2000,17,1799
16.6,9.0,2.9,61,2000,18,2857
16.2,8.9,2.2,62,2000,19,2122
15.4,8.3,2.1,63,2000,20,1824
14.6,8.3,4.0,66,2000,21,1777
13.9,8.2,0.5,69,2000,22,1501
13.4,7.8,3.7,69,2000,23,1057
13.0,8.0,1.8,72,1987,0,0
12.5,7.9,1.9,74,1992,1,0
12.3,7.9,1.6,75,1840,2,0
11.8,8.0,0.3,78,1843,3,0
11.2,7.8,0.3,80,1236,4,0
10.8,7.8,0.3,82,1778,5,0
10.6,7.4,0.0,81,1798,6,0
10.4,7.2,0.3,81,1956,7,0
11.2,5.7,0.9,69,1714,8,0
13.9,7.6,1.6,66,1427,9,0
16.7,8.3,2.4,58,1554,10,0
18.3,5.8,3.0,44,1878,11,0
19.4,5.7,3.1,41,1956,12,0
20.4,4.8,2.6,36,1776,13,0
21.5,6.9,2.5,39,1691,14,0
21.8,6.8,2.6,38,1913,15,0
21.7,5.9,3.2,36,1929,16,0
21.2,7.0,2.4,40,2000,17,0
19.2,7.9,2.2,48,2000,18,0
17.6,8.9,1.7,57,2000,19,0
16.8,9.4,2.0,62,2000,20,0
16.2,9.6,1.5,65,2000,21,0
15.5,9.8,0.8,69,1987,22,0
14.8,8.9,0.1,68,1994,23,0
14.5,9.9,0.4,74,2000,0,1040
13.8,9.4,0.5,75,2000,1,882
13.2,9.2,1.2,77,1972,2,685
12.6,8.8,0.6,78,1907,3,497
12.1,8.7,1.2,80,1834,4,284
11.8,8.8,1.1,82,1878,5,173
11.4,8.7,0.3,84,1742,6,278
11.2,8.7,0.3,85,1593,7,440
11.8,7.1,1.0,73,1649,8,762
14.4,6.9,0.7,61,1340,9,966
17.3,7.6,0.7,53,1406,10,1113
20.3,8.2,1.6,46,1409,11,1248
21.4,7.2,1.4,40,1973,12,1634
22.5,8.2,2.6,40,1854,13,1849
23.4,7.0,1.6,35,1972,14,1995
24.1,7.2,2.0,34,1996,15,2200
24.0,7.1,2.7,34,2000,16,2112
23.3,7.3,1.7,36,1960,17,2400
21.5,8.3,1.8,43,2000,18,2235
20.0,8.9,1.5,49,2000,19,1792
18.6,9.3,1.5,55,2000,20,1744
17.6,9.4,1.6,59,2000,21,1594
16.9,9.8,0.2,63,2000,22,1393
16.1,9.0,0.6,63,2000,23,1033
15.5,8.9,0.8,65,2000,0,0
14.7,9.0,0.6,69,2000,1,0
14.0,9.2,0.5,73,1992,2,0
13.6,9.2,0.8,75,1960,3,0
13.3,8.9,0.4,75,1792,4,0
13.2,8.4,0.9,73,1857,5,0
13.2,8.4,1.1,73,1900,6,0
13.2,8.8,0.8,75,1780,7,0
13.9,8.0,0.9,68,1912,8,0
16.7,8.3,1.8,58,1821,9,0
19.0,8.0,1.7,49,1980,10,0
21.3,7.5,1.9,41,1963,11,0
23.2,8.0,1.7,38,1990,12,0
23.4,8.6,1.4,39,2000,13,0
24.3,9.4,1.7,39,2000,14,0
25.3,10.3,1.6,39,2000,15,0
25.1,10.9,1.0,41,2000,16,0
24.2,11.1,1.5,44,2000,17,0
23.1,11.4,1.3,48,2000,18,0
22.3,11.3,1.4,50,2000,19,0
21.3,11.3,1.8,53,2000,20,0
20.5,11.6,2.0,57,2000,21,0
19.8,11.8,1.6,60,2000,22,0
19.4,11.9,1.7,62,2000,23,0
19.0,12.0,1.9,64,2000,0,973
18.6,12.1,1.7,66,2000,1,735
18.2,11.2,2.0,64,2000,2,515
18.0,10.3,1.8,61,2000,3,329
17.7,9.0,1.3,57,2000,4,221
17.6,8.9,1.1,57,2000,5,223
17.7,8.5,1.5,55,2000,6,531
17.7,8.8,1.3,56,2000,7,282
16.9,11.8,1.3,72,2000,8,208
16.3,13.7,1.8,85,942,9,47
15.8,13.9,1.8,89,742,10,33
16.1,14.2,2.4,89,1112,11,29
16.6,14.9,1.7,90,518,12,23
16.9,16.0,1.6,95,325,13,22
17.2,16.3,1.6,95,553,14,17
17.2,16.5,0.6,96,213,15,8
17.1,16.6,1.7,97,382,16,28
16.9,16.4,2.1,97,728,17,66
16.7,16.0,1.6,96,1461,18,74
16.6,15.9,2.4,96,1072,19,55
16.5,15.8,2.7,96,1047,20,44
16.5,15.8,2.2,96,963,21,32
16.2,14.8,2.6,92,1771,22,23
16.3,14.8,1.8,91,1811,23,4
16.4,15.4,1.8,94,1744,0,0
16.7,14.8,2.4,89,1814,1,0
16.9,14.8,2.5,88,2000,2,0
16.8,15.1,3.3,90,1601,3,0
16.9,15.0,2.7,89,1577,4,0
16.7,15.5,2.8,93,360,5,0
16.5,15.8,2.3,96,417,6,0
16.5,16.0,2.3,97,364,7,5
16.6,16.1,2.0,97,457,8,6
16.7,16.2,2.9,97,550,9,5
17.0,16.5,1.5,97,676,10,2
17.5,16.6,2.0,95,1214,11,20
18.0,16.6,2.9,92,1999,12,130
17.7,15.8,5.0,89,2000,13,529
19.3,15.5,3.6,79,2000,14,941
21.0,14.6,4.1,67,2000,15,1236
21.5,13.9,3.4,62,2000,16,1601
21.1,14.0,1.2,64,2000,17,1870
20.5,13.9,1.2,66,2000,18,2012
19.7,14.5,0.6,72,2000,19,1761
19.4,13.1,0.8,67,2000,20,1567
18.5,14.5,0.1,78,2000,21,1731
17.7,13.8,0.3,78,2000,22,1459
16.9,14.1,0.9,84,2000,23,1162
16.3,13.9,0.3,86,2000,0,1049
16.0,14.0,1.2,88,2000,1,768
15.7,13.7,0.4,88,2000,2,538
15.5,13.5,1.7,88,1998,3,372
15.1,13.4,1.2,90,850,4,255
15.1,13.2,1.1,89,1615,5,146
14.8,12.9,0.2,89,1490,6,189
14.3,12.5,0.6,89,1165,7,345
14.6,9.3,1.0,71,1896,8,589
16.2,8.4,1.9,60,1899,9,753
18.1,9.1,2.6,56,1720,10,932
19.1,10.1,2.4,56,1802,11,1188
19.8,7.8,2.5,46,1837,12,1516
20.1,6.4,3.0,41,1963,13,1714
20.2,6.8,2.8,42,1832,14,1987
20.4,4.8,2.8,36,2000,15,2167
20.7,4.2,2.0,34,2000,16,2270
19.4,2.2,3.2,32,2000,17,2255
17.9,-0.4,2.8,29,2000,18,2069
16.6,1.4,1.4,36,2000,19,1608
15.5,0.8,1.9,37,2000,20,1519
14.4,-0.5,1.0,36,2000,21,1385
13.6,-0.4,1.5,38,2000,22,1160
12.9,-1.1,1.5,38,2000,23,840
12.3,0.3,0.8,44,2000,0,711
11.7,2.1,1.1,52,2000,1,390
11.1,2.6,1.4,56,2000,2,265
10.8,3.0,0.5,59,2000,3,192
10.4,3.1,0.6,61,2000,4,123
9.8,3.0,0.5,63,2000,5,215
9.5,3.8,0.9,68,2000,6,503
9.2,4.4,1.0,72,2000,7,1206
9.9,3.8,1.2,66,2000,8,2005
12.2,2.3,0.7,51,1918,9,1166
15.0,2.8,0.5,44,1839,10,943
17.9,3.7,1.3,39,1873,11,1117
19.2,1.6,0.5,31,1994,12,1238
20.2,1.0,1.3,28,2000,13,1303
20.2,-1.0,1.5,24,2000,14,1358
20.6,0.4,1.2,26,2000,15,1502
20.3,-0.3,1.8,25,2000,16,1603
20.0,0.9,0.7,28,2000,17,2127
18.1,3.9,1.0,39,2000,18,2787
16.4,3.4,1.8,42,2000,19,2150
15.5,3.6,2.2,45,2000,20,1838
15.1,4.1,2.6,48,2000,21,1788
14.4,3.8,1.1,49,2000,22,1636
13.5,4.6,0.5,55,2000,23,1196
12.6,3.5,0.2,54,2000,0,0
12.0,3.9,0.7,58,2000,1,0
11.4,5.0,1.1,65,2000,2,0
11.0,4.8,0.9,66,2000,3,0
11.0,4.2,0.8,63,2000,4,0
10.8,4.2,0.8,64,2000,5,0
10.8,5.3,0.8,69,2000,6,0
10.9,5.6,0.7,70,2000,7,0
11.4,5.2,0.8,66,1991,8,0
12.8,4.4,1.2,57,1838,9,0
14.8,4.7,1.0,51,1998,10,0
16.4,4.4,0.7,45,2000,11,0
18.3,4.4,0.6,40,1995,12,0
19.2,4.8,1.0,39,2000,13,0
18.8,4.5,1.6,39,2000,14,0
18.3,4.4,1.2,40,2000,15,0
19.0,4.7,1.4,39,2000,16,0
18.4,4.1,2.1,39,2000,17,0
17.7,4.9,1.5,43,2000,18,0
17.3,5.8,2.2,47,2000,19,0
17.0,6.1,1.4,49,2000,20,0
16.8,6.8,1.6,52,2000,21,0
16.7,7.6,1.9,55,2000,22,0
16.6,6.9,1.1,53,2000,23,0
16.6,6.9,0.9,53,2000,0,643
16.6,8.0,1.5,57,2000,1,144
14.4,12.9,0.4,91,402,2,55
14.3,13.5,1.0,95,967,3,90
14.3,13.0,2.0,92,714,4,82
13.6,11.8,2.7,89,990,5,152
12.6,10.3,1.9,86,1430,6,441
12.3,9.6,3.2,84,1220,7,1220
11.8,8.4,3.7,80,1518,8,2082
12.0,7.0,3.3,72,1650,9,1097
12.0,4.6,4.1,61,1981,10,792
12.7,2.5,3.3,50,1999,11,914
13.7,1.3,3.4,43,1980,12,1006
14.3,1.8,3.6,43,1995,13,1015
14.0,1.5,2.8,43,2000,14,1041
13.7,1.6,3.9,44,2000,15,1171
13.8,1.4,3.7,43,2000,16,1363
13.1,1.4,3.1,45,2000,17,1775
12.2,0.5,3.1,45,2000,18,2514
11.3,1.2,1.1,50,2000,19,1723
10.6,0.0,2.0,48,2000,20,1489
9.9,0.0,1.2,50,2000,21,1445
9.2,0.6,0.9,55,2000,22,1255
8.5,-0.8,0.6,52,2000,23,901
7.9,-1.1,0.9,53,2000,0,707
7.3,-0.1,0.1,59,2000,1,541
7.1,0.7,0.9,64,2000,2,341
6.7,1.8,1.0,71,2000,3,218
6.6,1.3,0.9,69,2000,4,145
6.6,2.0,1.1,73,2000,5,197
6.6,0.4,1.6,65,2000,6,518
6.3,0.1,1.0,65,2000,7,1233
7.0,-1.1,3.1,56,1971,8,2000
8.4,-1.7,2.6,49,2000,9,1070
10.2,-1.5,2.3,44,1986,10,792
11.7,-2.9,4.3,36,2000,11,926
13.2,-3.5,3.8,31,2000,12,967
13.5,-2.9,5.0,32,1990,13,1000
13.4,-2.9,4.9,32,2000,14,991
13.0,-0.6,3.7,39,2000,15,1054
13.8,-1.0,2.9,36,2000,16,1284
13.2,-1.5,3.6,36,2000,17,1685
12.1,-1.1,2.4,40,1854,18,2378
11.1,-1.0,2.0,43,2000,19,1614
10.2,-0.9,0.2,46,2000,20,1389
9.3,0.0,1.5,52,2000,21,1398
8.8,0.2,1.6,55,2000,22,1221
8.4,1.0,1.5,60,2000,23,857
8.2,1.1,1.3,61,2000,0,706
7.6,0.9,1.2,63,2000,1,531
7.1,0.0,0.6,61,2000,2,409
6.5,1.2,0.3,69,1981,3,225
6.2,1.3,1.1,71,2000,4,168
6.0,1.3,1.3,72,2000,5,183
5.8,0.1,1.1,67,2000,6,412
5.3,0.8,0.7,73,2000,7,1142
6.0,-0.3,1.1,64,1920,8,1996
8.6,-1.2,0.8,50,1785,9,1106
11.6,-1.5,1.7,40,1991,10,877
13.0,-1.0,2.7,38,2000,11,959
14.7,0.5,1.0,38,1884,12,1073
15.8,0.7,1.5,36,1888,13,1110
16.5,-0.2,1.4,32,1841,14,1187
17.1,0.6,2.1,33,1929,15,1322
16.9,0.9,1.2,34,1942,16,1488
16.3,2.3,1.7,39,1969,17,1902
14.3,2.8,1.3,46,2000,18,2618
12.9,2.7,1.4,50,2000,19,1804
11.8,2.5,1.5,53,2000,20,1440
11.0,3.5,1.1,60,1995,21,1292
10.5,3.5,1.2,62,2000,22,1347
9.8,3.7,0.5,66,1979,23,940
9.1,3.7,0.9,69,1885,0,835
8.5,3.3,0.2,70,1856,1,739
8.0,3.6,0.5,74,1786,2,512
7.6,4.0,0.7,78,1614,3,374
7.1,3.6,1.2,79,1567,4,226
6.7,3.6,1.1,81,1467,5,148
6.6,3.3,1.0,80,1424,6,209
6.2,3.5,0.8,83,1100,7,412
7.4,2.2,0.5,70,1373,8,728
10.0,1.6,1.0,56,1761,9,853
12.6,2.4,1.4,50,1712,10,1037
15.2,3.0,1.2,44,1301,11,1179
16.6,1.4,0.7,36,1442,12,1402
18.3,1.7,1.9,33,1324,13,1652
19.3,-0.1,1.3,27,1384,14,1712
19.8,1.2,2.0,29,1246,15,1846
19.4,0.8,1.2,29,1154,16,1916
18.7,2.0,1.1,33,1164,17,1995
16.5,2.1,1.6,38,1246,18,1695
14.8,3.5,1.3,47,1111,19,1381
13.8,4.0,1.6,52,1088,20,1261
12.6,4.0,1.1,56,1053,21,1312
11.7,4.1,0.5,60,1002,22,1147
11.0,3.9,0.3,62,946,23,971
10.4,2.7,0.0,59,971,0,811
9.5,3.2,0.9,65,990,1,584
9.1,3.4,0.3,68,921,2,429
8.4,3.8,0.4,73,820,3,308
7.9,3.9,1.3,76,771,4,185
7.6,4.1,0.3,79,765,5,110
7.2,3.9,0.7,80,729,6,150
6.9,3.8,0.8,81,665,7,304
7.5,2.7,1.1,72,697,8,556
10.1,2.6,0.8,60,726,9,775
13.3,2.2,0.5,47,818,10,847
16.2,2.9,1.0,41,878,11,1056
17.2,0.7,1.1,33,1258,12,1394
18.1,1.1,1.5,32,1684,13,1593
18.9,1.3,2.6,31,1936,14,1767
20.1,2.8,2.4,32,1893,15,1948
19.1,1.5,2.1,31,1960,16,2097
18.2,5.4,2.3,43,1925,17,1990
16.2,7.9,2.4,58,1991,18,1662
15.1,7.3,2.9,60,1979,19,1377
14.4,6.9,2.3,61,1945,20,1306
13.8,7.5,2.4,66,1897,21,1261
13.5,8.3,1.7,71,1711,22,1029
13.2,8.4,1.2,73,1639,23,810
12.6,8.8,1.3,78,1427,0,638
12.2,8.8,1.4,80,1283,1,393
11.8,8.8,0.7,82,1262,2,272
11.3,8.8,0.0,85,907,3,171
11.0,8.0,0.1,82,951,4,152
11.1,7.5,0.3,79,1140,5,209
11.2,8.0,0.2,81,1071,6,504
11.5,8.3,0.8,81,960,7,1271
12.0,8.0,0.4,77,891,8,2070
12.8,8.2,0.5,74,831,9,1119
14.1,7.8,0.6,66,827,10,837
16.7,10.0,1.5,65,675,11,910
19.0,11.0,1.8,60,513,12,1052
19.7,9.5,2.1,52,512,13,1058
20.0,8.6,2.1,48,586,14,1121
20.4,7.3,1.7,43,690,15,1183
20.3,7.6,2.2,44,793,16,1413
19.3,8.3,2.8,49,966,17,1773
18.0,11.5,2.3,66,554,18,2635
16.9,12.2,1.8,74,366,19,1911
15.9,12.6,2.8,81,250,20,1659
15.5,13.1,1.3,86,178,21,1556
14.8,11.9,1.5,83,227,22,1377
14.1,9.5,1.5,74,486,23,914
13.3,6.6,1.7,64,860,0,726
12.4,5.9,1.1,65,1099,1,568
11.7,6.4,1.0,70,1012,2,427
11.5,4.2,1.4,61,1399,3,253
11.0,5.5,0.6,69,1510,4,145
10.2,4.9,1.5,70,1519,5,202
10.1,5.0,0.2,71,1474,6,491
10.2,4.5,0.4,68,1493,7,1216
10.4,3.6,0.6,63,1367,8,2134
11.8,3.0,0.7,55,1182,9,1177
14.4,2.6,0.6,45,1206,10,854
16.5,2.4,0.7,39,1351,11,914
18.8,2.9,1.2,35,1057,12,1063
19.4,1.8,2.0,31,1862,13,1108
19.9,1.3,1.9,29,1833,14,1113
19.9,2.2,2.0,31,1613,15,1203
19.5,2.3,2.1,32,1436,16,1407
18.4,3.8,1.8,38,1565,17,1811
16.9,5.5,1.4,47,1637,18,2716
15.5,8.4,1.7,63,1774,19,1867
14.8,8.9,2.0,68,1502,20,1568
14.3,9.3,1.0,72,1374,21,1618
13.6,8.4,0.6,71,1457,22,1425
12.9,9.1,0.6,78,1201,23,950
12.3,7.9,1.2,75,1332,0,739
11.5,7.0,1.2,74,1305,1,600
10.8,6.9,0.3,77,1268,2,381
10.2,6.8,0.3,80,1191,3,239
9.7,5.6,0.0,76,1308,4,157
9.2,5.3,0.0,77,1278,5,210
8.8,4.9,0.2,77,1077,6,503
8.6,4.7,0.7,77,965,7,1213
9.2,3.5,0.2,68,952,8,2202
11.2,4.4,1.1,63,656,9,1200
14.0,5.8,1.6,58,841,10,842
15.5,-4.4,2.5,25,1727,11,961
16.2,-1.8,2.5,29,1935,12,1088
17.7,-2.6,2.1,25,1917,13,1115
18.3,-2.6,1.7,24,1983,14,1083
18.3,-4.4,2.7,21,2000,15,1175
18.0,-1.8,2.1,26,2000,16,1409
16.9,0.9,2.5,34,2000,17,1896
14.6,0.7,2.3,39,2000,18,2445
13.2,0.5,1.3,42,2000,19,1819
12.2,1.2,1.1,47,2000,20,1558
10.8,1.5,0.9,53,2000,21,1493
9.9,0.0,0.1,50,2000,22,1278
9.7,1.3,0.7,56,2000,23,896
9.2,2.7,0.7,64,2000,0,694
9.0,2.9,0.7,66,2000,1,579
8.7,3.7,0.8,71,2000,2,385
8.6,4.2,0.6,74,1985,3,244
8.1,4.4,0.6,78,2000,4,165
7.8,4.7,1.1,81,2000,5,185
7.6,4.7,0.3,82,1933,6,458
7.7,4.6,0.4,81,1992,7,1191
8.5,4.6,0.5,77,1995,8,2154
10.9,3.4,0.9,60,1997,9,1165
13.7,5.3,1.2,57,2000,10,864
15.0,5.2,1.4,52,2000,11,917
16.8,6.3,1.6,50,2000,12,1132
18.1,5.3,2.2,43,2000,13,1152
